budget,genres,homepage,id,keywords,original_language,original_title,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_count,vote_average
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.dancingwerewolves.com/,40264,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12416, ""name"": ""horror spoof""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Vampires Suck,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",17.165039,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Road Rebel"", ""id"": 2648}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/18/2010,80547866,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Some sagas just won't die.,Vampires Suck,315,4.2
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.17againmovie.com/,16996,"[{""id"": 6270, ""name"": ""high school""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 8635, ""name"": ""high school sports""}, {""id"": 167808, ""name"": ""fake identity""}, {""id"": 198929, ""name"": ""adult as a child""}, {""id"": 223202, ""name"": ""do over""}]",en,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",52.571674,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Offspring Entertainment"", ""id"": 2378}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/11/2009,136267476,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who says you're only young once?,17 Again,1350,6.1
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",,11531,"[{""id"": 616, ""name"": ""witch""}, {""id"": 4697, ""name"": ""video""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 10629, ""name"": ""vision""}]",en,Book of Shadows: Blair Witch 2,"Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.",3.890223,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Haxan Films"", ""id"": 15160}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/27/2000,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil Doesn't Die.,Book of Shadows: Blair Witch 2,212,4.3
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",http://knockedupmovie.com/,4964,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 3501, ""name"": ""bed""}, {""id"": 3725, ""name"": ""pregnancy and birth""}, {""id"": 4313, ""name"": ""condom""}, {""id"": 4954, ""name"": ""paternity""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 33678, ""name"": ""beard""}, {""id"": 33679, ""name"": ""unprotected sex""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Knocked Up,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",22.527211,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/1/2007,219076518,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Save the due date.,Knocked Up,1214,6.2
15600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.juwannamann.com/,35696,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 11746, ""name"": ""hit in crotch""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 12091, ""name"": ""the star spangled banner""}]",en,Juwanna Mann,"A basketball star is booted out of the NBA when his on-court antics go too far, so he poses as a woman and joins the WUBA.",2.244947,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/21/2002,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Juwanna Mann,20,4.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,27983,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 10103, ""name"": ""children""}, {""id"": 14648, ""name"": ""parent""}, {""id"": 18027, ""name"": ""sibling""}]",en,"Yours, Mine and Ours","When a widower with 10 children marries a widow with 8, can the 20 of them ever come together as one big happy family?",2.094151,"[{""name"": ""Desilu Productions"", ""id"": 39856}, {""name"": ""Walden Productions"", ""id"": 60537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/24/1968,0,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their wedding night set new attendence records,"Yours, Mine and Ours",26,6.2
28000000,"[{""id"": 35, ""name"": ""Comedy""}]",,9398,"[{""id"": 167193, ""name"": ""male model""}, {""id"": 167195, ""name"": ""time magazine""}, {""id"": 167198, ""name"": ""fashion show""}, {""id"": 167200, ""name"": ""fashion model""}, {""id"": 167210, ""name"": ""fictional awards show""}, {""id"": 167212, ""name"": ""lincoln assassination""}, {""id"": 167215, ""name"": ""coal mine""}]",en,Zoolander,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.",38.0958,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Red Hour Productions"", ""id"": 2932}, {""name"": ""Tenth Planet Productions"", ""id"": 2933}, {""name"": ""VH1 Television"", ""id"": 10692}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/28/2001,60780981,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,3% Body Fat. 1% Brain Activity.,Zoolander,1337,6.1
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",,3049,"[{""id"": 630, ""name"": ""dolphin""}, {""id"": 6732, ""name"": ""mascot""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 208152, ""name"": ""pets""}]",en,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",41.249004,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/4/1994,107217396,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"He's the best there is! (Actually, he's the only one there is.)",Ace Ventura: Pet Detective,1648,6.4
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,10472,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3805, ""name"": ""relocation""}, {""id"": 5756, ""name"": ""man-woman relation""}, {""id"": 9673, ""name"": ""love""}]",en,Down to You,"College coeds in New York City, Al, the son of a celebrity chef, and Imogen, a talented artist, become smitten the second they lay eyes on one another at a bar. However, the road to happiness is not a smooth one. Outside forces, including a predatory porn star who wants to lure Al into her bed, threaten to pull apart the young lovers before their romance has a chance to really flourish.",3.269459,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/21/2000,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A new comedy about giving first love a second chance.,Down to You,70,4.9
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",http://www.munkyourself.com/,23398,"[{""id"": 10986, ""name"": ""chipmunk""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]",en,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",29.412262,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/21/2009,443140005,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Boys are back in town... and they have competition.,Alvin and the Chipmunks: The Squeakquel,666,5.4
82000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",http://suckerpunchmovie.warnerbros.com,23629,"[{""id"": 1411, ""name"": ""brothel""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 3026, ""name"": ""reality""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18128, ""name"": ""inmate""}, {""id"": 18677, ""name"": ""alternative""}, {""id"": 170344, ""name"": ""imagination""}, {""id"": 189400, ""name"": ""lobotomy""}]",en,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",39.127082,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Lennox House Films"", ""id"": 22119}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/24/2011,89792502,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,You will be unprepared,Sucker Punch,1623,5.9
7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.twixtmovie.com/,78381,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 157132, ""name"": ""edgar allen poe""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 207046, ""name"": ""murder mystery""}]",en,Twixt,"A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated.",5.060656,"[{""name"": ""American Zoetrope"", ""id"": 70}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/10/2011,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Between the living and the dead, eviil is waiting.",Twixt,85,5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,16857,"[{""id"": 10183, ""name"": ""independent film""}]",en,The Dangerous Lives of Altar Boys,"A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.",2.24888,"[{""name"": ""Egg Pictures"", ""id"": 802}, {""name"": ""Trilogy Entertainment Group"", ""id"": 2231}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/14/2002,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Dangerous Lives of Altar Boys,53,6.4
90000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,3683,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 161244, ""name"": ""iwo jima""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Flags of Our Fathers,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.",23.9366,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/18/2006,65900249,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They fight for their country but they die for their friends.,Flags of Our Fathers,526,6.7
18000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,10364,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2532, ""name"": ""bomber""}, {""id"": 8805, ""name"": ""pianosa""}, {""id"": 14638, ""name"": ""american""}]",en,Catch-22,"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation. Catch-22 is a parody of a ""military mentality"" and of a bureaucratic society in general.",4.504377,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Filmways Productions"", ""id"": 73862}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/24/1970,24911670,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,,Catch-22,72,6.7
30000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,3489,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 6779, ""name"": ""ladies' man""}, {""id"": 6780, ""name"": ""medical examiner""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 156181, ""name"": ""lecture""}]",en,88 Minutes,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",16.883429,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Nu Image Entertainment"", ""id"": 713}, {""name"": ""Brightlight Pictures"", ""id"": 1063}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/2007,16930884,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He has 88 minutes to solve a murder. His own.,88 Minutes,313,5.7
41300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,2069,"[{""id"": 800, ""name"": ""bounty""}, {""id"": 3149, ""name"": ""gangster boss""}, {""id"": 6719, ""name"": ""montreal""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160488, ""name"": ""hoodlum""}]",en,The Whole Nine Yards,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",23.441135,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Nine Yards Productions"", ""id"": 51772}, {""name"": ""Rational Packaging Company"", ""id"": 53013}, {""name"": ""Lansdown Films"", ""id"": 53014}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/18/2000,106371651,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"In the heart of suburbia, a hit man with heart has just moved in.",The Whole Nine Yards,531,6.2
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,194662,"[{""id"": 8764, ""name"": ""times square""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11440, ""name"": ""long take""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14531, ""name"": ""play""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 207716, ""name"": ""actor""}]",en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",89.811154,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""M Productions"", ""id"": 52660}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/27/2014,103215094,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,or (The Unexpected Virtue of Ignorance),Birdman,4535,7.4
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,9384,"[{""id"": 167715, ""name"": ""informant""}, {""id"": 167724, ""name"": ""jumping from a rooftop""}, {""id"": 167726, ""name"": ""surveillance footage""}]",en,Starsky & Hutch,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",28.848842,"[{""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""AR-TL"", ""id"": 53610}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/5/2004,170268750,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,They're the man.,Starsky & Hutch,644,5.6
30000000,"[{""id"": 10402, ""name"": ""Music""}]",,12763,"[{""id"": 1342, ""name"": ""dancing master""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 187056, ""name"": ""woman director""}]",en,Take the Lead,"A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane.",8.999675,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tiara Blu Films"", ""id"": 54512}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2006,34742066,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never Follow,Take the Lead,162,6.6
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10280,"[{""id"": 3405, ""name"": ""blow job""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 156092, ""name"": ""fat suit""}, {""id"": 156093, ""name"": ""steven king""}]",en,Thinner,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",7.866961,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spelling Films"", ""id"": 10355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/25/1996,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let the curse fit the crime.,Thinner,124,5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,239566,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 199321, ""name"": ""james brown""}]",en,Get on Up,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,13.064264,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Imagine Films Entertainment"", ""id"": 11262}, {""name"": ""Jagged Films"", ""id"": 27319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/2014,31911598,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Funk Don't Quit,Get on Up,158,6.4
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.youngadultmovie.com/,57157,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 232763, ""name"": ""arrested development""}]",en,Young Adult,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",16.183746,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Denver and Delilah Productions"", ""id"": 3574}, {""name"": ""Indian Paintbrush"", ""id"": 9350}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/16/2011,22939027,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everyone gets old. Not everyone grows up.,Young Adult,364,5.6
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/movies/xxx/,7451,"[{""id"": 999, ""name"": ""sports car""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3530, ""name"": ""prague""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 217142, ""name"": ""nsa agent""}, {""id"": 234505, ""name"": ""adrenaline junkie""}, {""id"": 234506, ""name"": ""thrill seeker""}]",en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",46.217769,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/9/2002,277448382,124,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,A New Breed Of Secret Agent.,xXx,1424,5.8
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,20694,"[{""id"": 9963, ""name"": ""kids and family""}]",en,Rugrats Go Wild,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",8.255708,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/13/2003,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Family Vacation Goes Overboard,Rugrats Go Wild,61,5.6
18500000,"[{""id"": 18, ""name"": ""Drama""}]",,318850,"[{""id"": 1160, ""name"": ""egypt""}, {""id"": 2974, ""name"": ""jesus christ""}, {""id"": 5708, ""name"": ""gospel""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 192002, ""name"": ""biblical""}]",en,The Young Messiah,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",1.884558,"[{""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/10/2016,6490401,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Before he was the savior, he was a child.",The Young Messiah,30,6.4
